timestamps,open,high,low,close,volume,amount
2025-07-14,1088.426519245862,1088.426519245862,1073.5843394379638,1083.4791259765625,25760632,27911107043.963867
2025-07-15,1083.4791094805744,1103.2686822564751,1078.531716286599,1098.3212890625,45416390,49881788009.365234
2025-07-16,1108.2159326603983,1118.1107177734375,1108.2159326603983,1118.1107177734375,31013743,34676798446.57092
2025-07-17,1118.1107177734375,1123.0581103299571,1103.2685401038786,1118.1107177734375,30648595,34268522554.197388
2025-07-18,1142.8477783203125,1147.795171300054,1132.9529923608293,1142.8477783203125,46645034,53308173476.57544
2025-07-21,1132.9529976222825,1137.900390625,1123.0582116168478,1137.900390625,26749324,30438066228.554688
2025-07-22,1132.9528954429964,1147.7950731125552,1118.1107177734375,1118.1107177734375,50457506,56417078250.71753
2025-07-23,1128.0056099037938,1132.9530029296875,1123.0582168779,1132.9530029296875,29747757,33702810623.57263
2025-07-24,1137.9003959555814,1142.847788981475,1132.9530029296875,1132.9530029296875,15055463,17057132016.346802
2025-07-25,1137.9003959555814,1142.847788981475,1128.0056099037938,1132.9530029296875,22476546,25464870286.187256
2025-07-28,1142.847788981475,1147.795182007369,1132.9530029296875,1132.9530029296875,20606376,23346055568.698242
2025-07-29,1132.9528905389593,1132.9528905389593,1113.1633203985407,1123.05810546875,31763255,35671980983.8208
2025-07-30,1137.900385340571,1147.795171300054,1132.9529923608293,1142.8477783203125,34182363,39065237612.28845
2025-07-31,1147.795166015625,1152.742558972589,1142.847773058661,1147.795166015625,33230751,38142095360.8689
2025-08-04,1118.1107129336453,1123.05810546875,1113.1633203985407,1123.05810546875,23939021,26884911571.03662
2025-08-05,1132.9529976222825,1137.900390625,1128.0056046195652,1137.900390625,17012960,19359053829.6875
2025-08-06,1118.1108452690971,1123.058238389757,1113.1634521484375,1113.1634521484375,22023406,24515650651.02661
2025-08-07,1147.7951453257415,1167.584716796875,1142.847752457958,1167.584716796875,61370031,71654710264.95044
2025-08-08,1167.5847219913564,1172.5321148811502,1157.6899362117686,1162.6373291015625,25958258,30180039749.249268
2025-08-11,1157.6899310613082,1182.426895400225,1152.7425381935248,1167.584716796875,35579367,41541925142.50708
2025-08-12,1167.584716796875,1177.4795025324418,1157.6899310613082,1167.584716796875,28917167,33763242242.26294
2025-08-13,1172.5322097778321,1187.3743896484375,1172.5322097778321,1187.3743896484375,37809952,44894568678.63672
2025-08-14,1172.5321148811502,1177.479507770944,1162.6373291015625,1162.6373291015625,32991791,38357487770.51697
2025-08-15,1162.6373239290915,1172.5321096646583,1157.6899310613082,1167.584716796875,22231552,25957220345.875
2025-08-18,1157.6899310613082,1172.5321096646583,1157.6899310613082,1167.584716796875,18219895,21273270943.6438
2025-08-19,1167.584711646229,1172.5321044921875,1162.6373188002704,1172.5321044921875,17867547,20950272486.02307
2025-08-20,1152.7424606793777,1152.7424606793777,1123.05810546875,1123.05810546875,66982023,75224703850.84424
2025-08-21,1128.0056046195652,1142.8477836277175,1128.0056046195652,1137.900390625,23424804,26655093621.914062
2025-08-22,1142.8476756091684,1142.8476756091684,1123.05810546875,1123.05810546875,19205763,21569187808.861816
2025-08-25,1152.7425484942576,1167.584727230235,1147.795155582265,1157.68994140625,25103514,29062085651.750977
2025-08-26,1152.7425433219746,1172.5321148811502,1147.795150432181,1162.6373291015625,35508897,41283969167.422485
2025-08-27,1177.4794921875,1177.4794921875,1167.5847065388657,1177.4794921875,21952558,25848686846.05664
2025-08-28,1172.5321308004445,1172.5321308004445,1147.795166015625,1147.795166015625,19975237,22927480468.616455
2025-08-29,1167.5847378434805,1172.5321308004445,1147.795166015625,1147.795166015625,19522740,22408106599.379883
2025-09-01,1137.9003749077924,1152.7425537109375,1132.9529819734107,1152.7425537109375,22018940,25382169125.60791
2025-09-02,1157.6899519295528,1162.6373448865168,1142.847773058661,1147.795166015625,14037411,16112072489.17456
2025-09-03,1142.847773058661,1147.795166015625,1132.9529871447332,1147.795166015625,19511981,22395757471.18872
2025-09-04,1157.6899519295528,1162.6373448865168,1147.795166015625,1147.795166015625,24333323,27929670512.496826
2025-09-05,1162.6373239290915,1167.584716796875,1157.6899310613082,1167.584716796875,27133819,31681032372.732666
2025-09-08,1182.426895400225,1182.426895400225,1167.584716796875,1167.584716796875,27281959,31853998372.678955
2025-09-09,1182.4269963582358,1187.3743896484375,1177.4796030680338,1187.3743896484375,31329096,37199366241.237305
2025-09-10,1207.1638133769134,1217.0585987324619,1202.216420699139,1212.1112060546875,39665156,48078580077.507324
2025-09-11,1241.7955469931326,1246.7429396106352,1222.0059765231224,1226.953369140625,30345708,37232768669.55762
2025-09-12,1241.7957705543156,1246.7431640625,1236.848377046131,1246.7431640625,26492972,33029931736.69922
2025-09-15,1246.7430473418824,1246.7430473418824,1236.8482612518674,1241.795654296875,24589707,30535391293.033447
2025-09-16,1256.6972069740295,1276.5659375190735,1251.7300243377686,1271.5987548828125,40130070,51029347045.36011
2025-09-17,1261.664448493083,1266.631631361166,1256.697265625,1256.697265625,29283972,36801087539.03906
2025-09-18,1266.6315528483706,1276.56591796875,1256.6971877279911,1276.56591796875,24191307,30881798027.318848
2025-09-19,1276.565997097332,1281.533179965415,1256.697265625,1256.697265625,44913316,56442441407.35156
2025-09-22,1261.6643320915782,1286.500244140625,1261.6643320915782,1286.500244140625,28859955,37128339153.38745
2025-09-23,1311.3362253673042,1331.2049560546875,1306.3690426954583,1331.2049560546875,33953781,45199441543.99548
2025-09-24,1341.1393213983793,1346.1065040702251,1316.3034080391499,1331.2049560546875,44737182,59554358398.32056
2025-09-25,1311.336181640625,1321.270546653054,1311.336181640625,1311.336181640625,25861812,33913529798.387695
2025-09-26,1301.401771897536,1306.3689542330228,1286.5002248910757,1291.4674072265625,25793295,33311199817.47986
2025-09-30,1301.4018751122485,1311.3362405711207,1296.4346923828125,1296.4346923828125,36642789,47504982885.263306
2025-10-01,1316.3033447265625,1341.1392568912145,1316.3033447265625,1316.3033447265625,33837323,44540181441.49304
2025-10-02,1351.073710794414,1361.008076314961,1346.1065280341404,1356.0408935546875,29593487,40129978554.87903
2025-10-03,1356.0408782958984,1390.8111572265625,1356.0408782958984,1390.8111572265625,31032341,43160126097.6593
2025-10-07,1410.6798729447953,1435.5157862008657,1410.6798729447953,1425.5814208984375,38395572,54736014087.96826
2025-10-08,1400.7455856269323,1410.6799514824424,1395.7784026991774,1405.7127685546875,23064494,32422053716.05298
2025-10-09,1430.5487060546875,1445.4502550760906,1420.6143400404187,1430.5487060546875,39052134,55865979762.37427
2025-10-13,1380.876853915912,1410.6799514824424,1380.876853915912,1405.7127685546875,53850992,75699027053.73633
2025-10-14,1445.450191457648,1450.4173742461624,1410.6799119380482,1415.6470947265625,39889256,56469109367.2041
2025-10-15,1425.581305910703,1455.3843994140625,1415.646941409583,1455.3843994140625,41056405,59752851333.02551
2025-10-16,1455.3845646405462,1485.1876615273832,1455.3845646405462,1475.2532958984375,37737678,55672633849.053955
2025-10-17,1445.4500926050648,1455.384457502694,1440.48291015625,1440.48291015625,38077331,54849744569.86279
2025-10-20,1450.4174012880069,1485.18768145587,1445.4502184068836,1470.2861328125,33015553,48542309743.03613
2025-10-21,1475.2533156936233,1490.1548643369933,1470.2861328125,1470.2861328125,34601251,50873739523.26465
2025-10-22,1450.4173583984375,1460.3517238669199,1445.4501756641964,1450.4173583984375,27360948,39684793921.43701
2025-10-23,1430.5485452586208,1445.4500926050648,1425.581362809806,1440.48291015625,23570046,33952248454.59668
2025-10-27,1490.1548643369933,1490.1548643369933,1470.2861328125,1470.2861328125,32851952,48301769461.421875
2025-10-28,1470.286030190678,1480.220395259534,1460.3516651218222,1465.31884765625,28381919,41588560843.35303
2025-10-29,1485.1875831375883,1505.0563133467867,1480.2204005852886,1495.1219482421875,30631103,45797234394.167114
2025-10-30,1505.0563133467867,1510.0234958990864,1490.1547656898879,1495.1219482421875,27867757,41665695138.97986
2025-10-31,1505.0563330078126,1514.9906982421876,1490.15478515625,1490.15478515625,31928423,47578292315.94287
2025-11-03,1500.0892333984375,1510.023599182533,1480.2205018302463,1500.0892333984375,29118770,43680753366.80542
2025-11-04,1510.0234958990864,1514.990678451386,1485.1875831375883,1495.1219482421875,33925673,50723018311.18738
2025-11-05,1470.2860893354025,1475.2532720696436,1445.4501756641964,1450.4173583984375,56305422,81666361440.74927
2025-11-06,1460.3515816646225,1470.2859461657422,1455.3843994140625,1455.3843994140625,27411394,39894115193.79224
2025-11-07,1450.4173583984375,1455.3845411326788,1445.4501756641964,1450.4173583984375,20329390,29486100141.65161
2025-11-10,1460.3516651218222,1475.253212725106,1455.3844825873941,1465.31884765625,25281744,37045815984.82031
2025-11-11,1480.2203106668621,1485.187492917422,1455.3843994140625,1455.3843994140625,22444166,32664889054.25952
2025-11-12,1460.3516651218222,1475.253212725106,1450.417300052966,1465.31884765625,23642502,34643803786.350586
2025-11-13,1450.4173583984375,1460.3517238669199,1450.4173583984375,1450.4173583984375,21255597,30829486851.921753
2025-11-14,1415.6470750928759,1430.5486232517483,1415.6470750928759,1420.6142578125,26861702,38160116850.31055
2025-11-17,1440.4829295861268,1450.4172946177553,1435.5157470703125,1435.5157470703125,26602730,38188637830.059814
2025-11-18,1425.5814161198844,1425.5814161198844,1395.7783203125,1395.7783203125,42198432,58899656536.78125
2025-11-19,1390.811054407482,1405.7126014189907,1385.8438720703125,1385.8438720703125,35591948,49324883030.845215
2025-11-20,1440.483012510739,1450.4173781142613,1430.5486469072166,1445.4501953125,25964403,37530251387.52246
2025-11-21,1385.8440338024593,1395.7783996361688,1375.90966796875,1375.90966796875,54518246,75012181752.09863
2025-11-24,1390.8111328125,1395.7783154296874,1365.9752197265625,1365.9752197265625,79134658,108095981849.53638
2025-11-25,1415.6471344101976,1415.6471344101976,1395.7784026991774,1405.7127685546875,27427405,38555053416.82068
2025-11-26,1420.6143400404187,1430.5487060546875,1415.6471570332844,1430.5487060546875,29213211,41790921195.75256
2025-11-27,1440.4829688520797,1445.450151503294,1420.6142382472235,1425.5814208984375,22039774,31419492335.20044
2025-11-28,1430.5487060546875,1445.4502550760906,1425.5815230475532,1430.5487060546875,23152513,33120797514.06433
2025-12-01,1435.5157613551362,1435.5157613551362,1400.7454833984375,1400.7454833984375,30559208,42805672582.2334
2025-12-02,1420.6142578125,1430.5486232517483,1410.6798923732517,1420.6142578125,23544477,33447619718.938477
2025-12-03,1430.5485452586208,1440.48291015625,1425.581362809806,1440.48291015625,20301540,29244021419.853516
2025-12-04,1435.5157470703125,1440.4829295861268,1420.6141995228697,1435.5157470703125,20696944,29710789028.23242
2025-12-05,1435.5158101957138,1450.4173583984375,1430.5486274614727,1450.4173583984375,21072604,30564070628.256348
2025-12-08,1455.384525975256,1485.1876220703125,1450.4173432927466,1485.1876220703125,24257260,36026582297.34131
2025-12-09,1485.18768145587,1490.1548643369933,1470.2861328125,1470.2861328125,24235825,35633597414.77051
2025-12-10,1480.2204005852886,1495.1219482421875,1475.253218032989,1495.1219482421875,23319221,34865079133.01013
2025-12-11,1505.0894003109056,1510.0731400470345,1460.2357426857461,1465.219482421875,28924982,42381447155.10205
2025-12-12,1470.2032718142948,1480.1707516232052,1465.2195319098396,1475.18701171875,22107664,32612938792.242188
2025-12-15,1445.2845458984375,1450.2682857118803,1440.3008060849945,1445.2845458984375,25889058,37417055435.26831
2025-12-16,1430.3333740234375,1440.300853981789,1420.365894065086,1430.3333740234375,32168064,46011055516.921875
2025-12-17,1430.3333492679196,1440.3008290537587,1420.3658694820804,1425.349609375,30535812,43524207706.14844
2025-12-18,1415.3821295891607,1430.3333492679196,1410.3983896962413,1425.349609375,30534136,43521818820.203125
2025-12-19,1450.268308839598,1450.268308839598,1425.349609375,1425.349609375,38763280,55251226006.09375
2025-12-22,1460.2357177734375,1465.2194574245414,1450.2682384712298,1460.2357177734375,22661665,33091372657.216187
2025-12-23,1470.2031999626415,1485.1544189453125,1465.2194603017513,1485.1544189453125,20739075,30800728881.088257
2025-12-24,1490.13818359375,1495.1219233382108,1480.1707041048287,1490.13818359375,12987261,19352813516.39795
2025-12-26,1500.1057375472112,1505.0894775390625,1490.138257563509,1505.0894775390625,18823612,28331220350.478027
2025-12-29,1510.0731943167893,1525.0244140625,1505.0894544015523,1525.0244140625,21124648,32215603938.476562
2025-12-30,1510.0731450131066,1525.024364270662,1505.0894052605881,1515.056884765625,20325400,30794137205.615234
2025-12-31,1515.0569115423386,1544.9593505859375,1510.0731717017388,1544.9593505859375,29695967,45879061891.34143
2026-01-02,1549.943141034725,1579.8455810546875,1539.9756610280708,1579.8455810546875,37512761,59264369699.01062
2026-01-05,1624.699173430483,1689.48779077587,1619.7154336346837,1664.569091796875,66871820,111312764684.2041
2026-01-06,1639.6504428897085,1699.455322265625,1639.6504428897085,1699.455322265625,46751692,79452411794.32324
2026-01-07,1659.5853767053404,1679.5203361852846,1659.5853767053404,1669.5528564453125,49857449,83239646393.02649
2026-01-08,1654.6016856569918,1694.471605793305,1649.6179456399527,1679.5203857421875,29215618,49068226013.0564
2026-01-09,1659.585401262556,1694.4715808686756,1649.6179213750931,1674.53662109375,37387656,62606999148.85547
2026-01-12,1694.4715077778292,1699.4552475065875,1684.5040283203125,1684.5040283203125,29987449,50513978639.54993
2026-01-13,1714.4065669544957,1714.4065669544957,1694.4716068736295,1704.4390869140625,30171800,51425995242.55371
2026-01-14,1699.455346893846,1709.422826934279,1694.4716068736295,1704.4390869140625,29100816,49600568251.49414
2026-01-15,1679.5202885915542,1694.4715077778292,1674.536548862796,1684.5040283203125,36391886,61302278565.173584
2026-01-16,1729.357690920775,1744.3089101506375,1704.4389922043372,1734.3414306640625,53551629,92876808854.2511
2026-01-19,1719.3901894309304,1774.2113259055398,1719.3901894309304,1754.2763671875,29580038,51891561603.9082
2026-01-20,1734.3414818992078,1769.2276611328125,1734.3414818992078,1769.2276611328125,29401234,52017476464.238525
2026-01-21,1739.32517040735,1759.2601293805,1734.3414306640625,1734.3414306640625,45192749,78379656956.30188
2026-01-22,1759.2601068670099,1764.2438465465198,1744.30888782848,1754.2763671875,32069478,56258727363.43945
2026-01-23,1764.243896484375,1769.2276363049523,1744.3089372020656,1764.243896484375,27601167,48695190415.59595
2026-01-26,1759.2602045216793,1779.1951643462874,1749.292724609375,1749.292724609375,22960198,40164107316.99072
2026-01-27,1754.2764659410113,1779.1951657413097,1749.2927259809514,1774.21142578125,28985200,51425873018.55469
2026-01-28,1784.1788598364526,1814.081298828125,1784.1788598364526,1814.081298828125,29301156,53154679133.64551
2026-01-29,1824.0488267724202,1829.0325667362793,1794.146386989266,1799.130126953125,32224002,57975172809.197754
2026-01-30,1784.1788808043575,1794.1463605853874,1769.2276611328125,1769.2276611328125,40825139,72228965188.39197
2026-02-02,1744.308912585207,1759.2601318359375,1739.3251728349637,1759.2601318359375,28251381,49701528262.6073
2026-02-03,1804.113842095269,1804.113842095269,1779.195142618815,1794.1463623046875,26744162,47982940965.187256
2026-02-04,1779.195068359375,1799.1300271084997,1769.2275889848127,1779.195068359375,26952301,47953401020.13745
2026-02-05,1759.2601318359375,1774.2113510866677,1754.276392085694,1759.2601318359375,26299986,46268516837.64331
2026-02-06,1739.3252460608321,1774.21142578125,1734.3415061007724,1774.21142578125,33263592,59016644988.92578
2026-02-09,1824.0487534704287,1829.0324932340093,1809.0975341796875,1809.0975341796875,36529289,66085046655.23718
2026-02-10,1839.0000506461936,1873.88623046875,1834.0163106715427,1873.88623046875,41859169,78439320407.96436
2026-02-11,1873.8861603500327,1918.7398184435174,1868.9024205618675,1908.7723388671875,40488310,77282966175.47974
2026-02-23,1893.8211669921875,1928.7073463841489,1893.8211669921875,1893.8211669921875,69816209,132219414403.35046
2026-02-24,1908.7723432157482,1968.5772208099752,1908.7723432157482,1958.6097412109375,40961679,80227943505.7555
2026-02-25,1988.51218431345,2018.4146231753064,1988.51218431345,2008.4471435546875,40832607,82010132893.04114
2026-02-26,1993.4959468984962,2003.4634266329888,1988.51220703125,1988.51220703125,58561388,116450034898.69336
2026-03-02,1933.691091030459,1988.5122302091575,1933.691091030459,1968.5772705078125,48884884,96233671513.81104
2026-03-03,1963.5934534984658,1973.5609329578488,1928.707275390625,1928.707275390625,43090471,83108904917.70874
2026-03-04,1888.837375180651,1903.7885945092576,1858.9349365234375,1858.9349365234375,68160943,126706758249.08264
2026-03-05,1933.6910862972861,1953.6260459498355,1888.8374270790503,1893.8211669921875,48120463,91131551394.86438
2026-03-06,1873.8861581307872,1893.821117259838,1873.8861581307872,1883.8536376953125,30082724,56671449039.18408
2026-03-09,1769.2275916673862,1804.11376953125,1764.2438519725483,1804.11376953125,76459172,137941045012.1582
2026-03-10,1863.9187242662586,1883.8536838840794,1824.0488050306167,1843.9837646484375,41375691,76296102455.11047
2026-03-11,1878.8699023059962,1943.6585196268927,1868.902422718166,1933.6910400390625,36167313,69936409090.3883
2026-03-12,1893.821092195789,1908.7723113447032,1878.869873046875,1878.869873046875,34040589,63957837132.87085
2026-03-13,1834.0162376424262,1878.8698956282465,1834.0162376424262,1858.9349365234375,31214304,58025360224.86328
2026-03-16,1868.90243902439,1873.8861788617885,1839.0,1839.0,31249086,57467069154.0
2026-03-17,1875.0,1880.0,1860.0,1870.0,23812211,44528834570.0
2026-03-18,1900.0,1910.0,1890.0,1905.0,23068156,43944837180.0
2026-03-19,1875.0,1880.0,1850.0,1850.0,31040569,57425052650.0
2026-03-20,1860.0,1870.0,1840.0,1840.0,46312322,85214672480.0
2026-03-23,1790.0,1815.0,1785.0,1810.0,34902948,63174335880.0
2026-03-24,1850.0,1850.0,1800.0,1810.0,27001025,48871855250.0
2026-03-25,1865.0,1875.0,1845.0,1845.0,40964040,75578653800.0
2026-03-26,1850.0,1865.0,1840.0,1840.0,20958470,38563584800.0
2026-03-27,1805.0,1825.0,1800.0,1820.0,28974140,52732934800.0
2026-03-30,1780.0,1800.0,1780.0,1780.0,39889700,71003666000.0
2026-03-31,1775.0,1790.0,1760.0,1760.0,49221091,86629120160.0
2026-04-01,1840.0,1855.0,1830.0,1855.0,35537379,65921838045.0
2026-04-02,1865.0,1865.0,1805.0,1810.0,25132417,45489674770.0
2026-04-07,1850.0,1860.0,1835.0,1860.0,17953562,33393625320.0
2026-04-08,1935.0,1950.0,1925.0,1950.0,46515921,90706045950.0
2026-04-09,1945.0,1955.0,1930.0,1955.0,31835073,62237567715.0
2026-04-10,1975.0,2000.0,1970.0,2000.0,28637625,57275250000.0
2026-04-13,1985.0,1995.0,1975.0,1990.0,28968757,57647826430.0
2026-04-14,2015.0,2055.0,2010.0,2055.0,39113405,80378047275.0
2026-04-15,2065.0,2100.0,2060.0,2080.0,40343568,83914621440.0
2026-04-16,2080.0,2090.0,2055.0,2085.0,32038524,66800322540.0
2026-04-17,2055.0,2060.0,2030.0,2030.0,39260244,79698295320.0
2026-04-20,2030.0,2055.0,2025.0,2025.0,25407621,51450432525.0
2026-04-21,2050.0,2075.0,2045.0,2050.0,25783476,52856125800.0
2026-04-22,2045.0,2070.0,2040.0,2050.0,24762881,50763906050.0
2026-04-23,2090.0,2135.0,2055.0,2080.0,48682193,101258961440.0
2026-04-24,2110.0,2190.0,2105.0,2185.0,45088050,98517389250.0
2026-04-27,2280.0,2330.0,2265.0,2265.0,68696037,155596523805.0
2026-04-28,2245.0,2280.0,2215.0,2215.0,47175356,104493413540.0
2026-04-29,2175.0,2210.0,2165.0,2180.0,42895935,93513138300.0
2026-04-30,2205.0,2215.0,2135.0,2135.0,48975164,104561975140.0
2026-05-04,2200.0,2285.0,2195.0,2275.0,38390062,87337391050.0
2026-05-05,2250.0,2270.0,2240.0,2250.0,21625279,48656877750.0
2026-05-06,2250.0,2285.0,2240.0,2250.0,31918664,71816994000.0
2026-05-07,2335.0,2345.0,2310.0,2310.0,35034517,80929734270.0
2026-05-08,2300.0,2310.0,2265.0,2290.0,27102571,62064887590.0
2026-05-11,2265.0,2275.0,2235.0,2235.0,37244077,83240512095.0
2026-05-12,2235.0,2280.0,2210.0,2255.0,44459541,100256264955.0
2026-05-13,2205.0,2240.0,2205.0,2220.0,35350292,78477648240.0
2026-05-14,2250.0,2270.0,2230.0,2270.0,31747100,72065917000.0
2026-05-15,2310.0,2325.0,2250.0,2265.0,29922154,67773678810.0
2026-05-18,2225.0,2260.0,2215.0,2240.0,25875079,57960176960.0
2026-05-19,2220.0,2230.0,2205.0,2205.0,34824449,76787910045.0
2026-05-20,2205.0,2210.0,2185.0,2185.0,29320253,64064752805.0
2026-05-21,2240.0,2255.0,2230.0,2230.0,22964974,51211892020.0
2026-05-22,2245.0,2260.0,2225.0,2255.0,24437825,55107295375.0
2026-05-25,2275.0,2310.0,2275.0,2310.0,25215869,58248657390.0
2026-05-26,2320.0,2325.0,2270.0,2270.0,22586387,51271098490.0
2026-05-27,2310.0,2330.0,2290.0,2300.0,31986652,73569299600.0
2026-05-28,2350.0,2360.0,2270.0,2295.0,36889432,84661246440.0
2026-05-29,2340.0,2375.0,2330.0,2355.0,86132863,202842892365.0
2026-06-01,2355.0,2415.0,2350.0,2355.0,35023445,82480212975.0
2026-06-02,2390.0,2400.0,2360.0,2380.0,29610654,70473356520.0
2026-06-03,2425.0,2440.0,2410.0,2425.0,22536554,54651143450.0
2026-06-04,2385.0,2415.0,2385.0,2385.0,25054494,59754968190.0
2026-06-05,,,,,38696140,
